ces_4_0_score,ces_4_0_percentile,ces_4_0_percentile_range,california_county,total_population,hispanic_percent,white_percent,african_american_percent,native_american_percent,asian_american_percent,other_multiple_percent
29.00,56.92,55-60%,Orange ,5095,14.41,21.77,0,1.35,60.83,1.65
23.76,46.10,45-50%,Orange ,3448,9.31,45.82,0.32,0,41.65,2.9
14.92,25.35,25-30%,Orange ,3554,8.72,45.64,0.39,0,41.59,3.66
27.66,54.25,50-55%,Orange ,3772,10.52,27.2,0,0.24,62.04,0
27.80,54.51,50-55%,Orange ,5806,30.4,25.73,0.5,0.64,40.56,2.17
30.37,59.38,55-60%,Orange ,6176,17.76,48.82,0.5,0,27.64,5.28
22.33,42.86,40-45%,Orange ,4717,15.58,56.22,0.28,0,23.49,4.43
8.53,9.67,5-10%,Orange ,5431,14.66,56.79,0.96,0,24.19,3.41
20.63,39.15,35-40%,Orange ,5557,10.46,54.78,0.36,0,28.43,5.97
16.95,30.36,30-35%,Orange ,3074,9.11,52.37,0.98,0,36.24,1.3
24.08,46.89,45-50%,Orange ,3499,7.12,51.1,0,0,39.3,2.49
13.98,22.96,20-25%,Orange ,5123,24.79,59.59,1.93,0.43,9.92,3.34
12.02,18.03,15-20%,Orange ,3198,9.26,73.58,1.03,0,11.69,4.44
7.95,8.38,5-10%,Orange ,3974,11.42,72.07,0.53,0.33,13.19,2.47
13.38,21.39,20-25%,Orange ,3824,6.88,73.93,0.18,0,16.19,2.82
9.72,12.27,10-15%,Orange ,5275,17.04,67.01,1.78,0,10.24,3.92
23.75,46.07,45-50%,Orange ,4202,25.75,41.77,2.97,0.19,23.68,5.64
25.92,50.81,50-55%,Orange ,3647,27.97,46.97,2.33,0.77,17.79,4.17
14.07,23.23,20-25%,Orange ,4034,8.06,71.32,2.83,0,10.11,7.68
11.54,16.68,15-20%,Orange ,3528,9.3,81.72,0,0,7.26,1.73
13.82,22.52,20-25%,Orange ,2948,13.53,70.56,0.34,0,12.89,2.68
15.21,26.03,25-30%,Orange ,3476,10.3,61.08,0.06,0.69,21.78,6.1
27.93,54.82,50-55%,Orange ,3330,42.49,7.33,0.84,0,47.99,1.35
27.68,54.29,50-55%,Orange ,5636,69.36,5.07,0,0.25,25.12,0.2
35.90,68.99,65-70%,Orange ,4356,85.15,0.64,0.87,0,12.95,0.39
30.36,59.35,55-60%,Orange ,3046,31.39,32.4,2.13,0,32.37,1.71
25.48,49.81,45-50%,Orange ,5767,23.1,39.07,0.03,0.31,30.5,6.99
19.95,37.43,35-40%,Orange ,7490,26.74,58.24,0.59,0,7.22,7.21
15.61,26.90,25-30%,Orange ,5909,13.17,74.31,1.52,0,7.62,3.38
14.04,23.16,20-25%,Orange ,2557,10.48,74.5,0,0,13.18,1.84
9.33,11.25,10-15%,Orange ,5996,13.79,62.36,0.43,0,21.05,2.37
13.69,22.18,20-25%,Orange ,5072,17.45,70.45,1.62,0.35,7.1,3.04
10.67,14.61,10-15%,Orange ,4057,8.65,78.75,0,0,10.3,2.29
9.17,11.02,10-15%,Orange ,3425,15.01,79.09,0.32,0.67,1.4,3.5
38.92,73.34,70-75%,Orange ,8190,66.14,20.35,0.42,3.99,7.7,1.39
15.35,26.31,25-30%,Orange ,4420,13.44,68.82,3.01,0.61,8.13,6
18.18,33.14,30-35%,Orange ,4335,20.72,58.15,3.74,0,12.94,4.45
20.74,39.35,35-40%,Orange ,4779,11.86,65.62,3.72,0.61,12.64,5.55
12.74,19.74,15-20%,Orange ,2380,19.03,63.99,0.55,0,12.14,4.29
19.01,35.21,35-40%,Orange ,4594,13.91,66.67,1.94,0,12.71,4.77
33.71,65.33,65-70%,Orange ,4903,41,39.1,1.84,0,15.01,3.06
32.98,64.04,60-65%,Orange ,5851,45.98,39.98,2.44,0.19,7.89,3.52
20.54,38.88,35-40%,Orange ,4875,21.72,62.38,1.11,0.21,12.06,2.52
29.52,57.89,55-60%,Orange ,8633,18.42,58.93,0.41,0.27,19.19,2.79
9.25,11.11,10-15%,Orange ,5338,10.25,73.74,0.56,0.92,11.92,2.62
13.53,21.79,20-25%,Orange ,5536,20.63,63.37,1.19,0,8.76,6.05
17.20,30.76,30-35%,Orange ,4845,13.54,65.84,1.44,0.5,14.4,4.27
25.67,50.28,50-55%,Orange ,621,43.32,29.79,17.39,0,2.09,7.41
14.07,23.22,20-25%,Orange ,2679,8.21,76.6,0,0.41,7.99,6.79
6.85,6.51,5-10%,Orange ,919,7.51,84.77,0.65,1.41,4.46,1.2
22.08,42.31,40-45%,Orange ,5116,20.35,57.8,1.17,0.27,13.68,6.72
20.73,39.33,35-40%,Orange ,3352,7.34,70.35,1.82,1.4,19.09,0
20.03,37.63,35-40%,Orange ,4449,6.72,71.99,2.09,0,17.38,1.82
10.53,14.23,10-15%,Orange ,3023,15.48,79.69,0.96,0,1.69,2.18
13.34,21.36,20-25%,Orange ,2959,13.42,77.56,0.74,0,3.21,5.07
15.94,27.67,25-30%,Orange ,2106,17.43,70.42,1.28,0,8.17,2.71
9.76,12.36,10-15%,Orange ,4897,9.78,64.92,0,0,20.34,4.96
51.94,89.96,85-90%,Orange ,7230,36.57,18.28,0.65,0.29,43.32,0.89
22.62,43.53,40-45%,Orange ,3275,23.05,53.4,1.74,0,17.87,3.94
23.71,45.95,45-50%,Orange ,7113,19.04,55.69,0.07,0,18.07,7.14
12.20,18.44,15-20%,Orange ,3874,19.08,59.89,1.32,0.15,14.66,4.9
22.08,42.35,40-45%,Orange ,4951,17.19,59.58,1.96,0,15.05,6.22
34.97,67.49,65-70%,Orange ,6441,23.61,12.7,0,0,61.27,2.42
40.11,75.11,75-80%,Orange ,7897,19.97,23.52,0.98,0,54.5,1.04
29.13,57.11,55-60%,Orange ,6157,14.8,35.94,1.1,0,43.59,4.56
40.16,75.25,75-80%,Orange ,5742,35.14,15.55,1.22,0.77,46.9,0.42
50.74,88.60,85-90%,Orange ,5472,42.82,12.79,1.21,0,41.94,1.24
37.48,71.36,70-75%,Orange ,5697,17.8,16.04,0.14,0.98,63.86,1.18
30.46,59.56,55-60%,Orange ,4299,30.01,40.27,1.58,0,24.75,3.4
35.76,68.78,65-70%,Orange ,5764,40.96,21.15,1.08,0,34.56,2.26
45.08,82.11,80-85%,Orange ,6116,34.88,17.38,1.1,0,42.12,4.53
26.63,52.28,50-55%,Orange ,4265,43.94,27.53,1.03,0,23.12,4.38
22.09,42.36,40-45%,Orange ,5270,20.99,50.8,6.76,0,19.15,2.31
22.84,44.04,40-45%,Orange ,4691,17.54,59.24,4.5,0,10.53,8.19
23.89,46.48,45-50%,Orange ,3141,13.88,66.06,1.11,0.48,17.64,0.83
14.23,23.61,20-25%,Orange ,4953,16.37,63.05,0.46,0,16.74,3.37
16.13,28.24,25-30%,Orange ,2981,18.45,58.91,0,0,18.79,3.86
19.72,36.80,35-40%,Orange ,3248,15.12,63.64,0,0,15.12,6.13
25.65,50.25,50-55%,Orange ,5148,13.95,70.49,2.27,0,10.72,2.56
16.51,29.11,25-30%,Orange ,4486,14.38,65.38,2.1,0.98,11.35,5.82
17.35,31.20,30-35%,Orange ,4801,17.41,47.18,0.35,0.37,32.22,2.46
25.54,49.97,45-50%,Orange ,2799,19.22,42.05,2.04,0.14,31.47,5.07
15.36,26.34,25-30%,Orange ,5131,15.92,64.31,1.54,0,15.47,2.75
27.69,54.31,50-55%,Orange ,5274,33.83,36.95,8.04,0.09,15.87,5.21
16.40,28.82,25-30%,Orange ,3354,18.55,67.17,1.49,0,8.02,4.77
15.96,27.70,25-30%,Orange ,5785,16.61,27.69,3.63,0.19,47.78,4.1
19.83,37.04,35-40%,Orange ,5631,17.26,37.19,2.75,0.3,37.15,5.35
22.74,43.89,40-45%,Orange ,3670,18.15,43.51,2.21,0,28.94,7.19
23.66,45.76,45-50%,Orange ,2677,24.58,42.66,7.28,0,18.45,7.02
17.53,31.63,30-35%,Orange ,5410,17.25,31.89,9.76,0,37.36,3.75
28.10,55.19,55-60%,Orange ,5809,33.88,28.28,2.24,0,31.49,4.11
27.21,53.47,50-55%,Orange ,6189,22.38,29.04,6.29,0,39.44,2.86
22.91,44.25,40-45%,Orange ,2110,21.94,49.38,1.94,1.04,20.09,5.59
18.95,35.00,30-35%,Orange ,4827,23.35,49.99,0.75,0.39,20.86,4.66
20.62,39.12,35-40%,Orange ,3993,25.67,20.16,6.06,0.3,47.26,0.55
22.50,43.24,40-45%,Orange ,4698,16.35,22.24,5.51,0,50.42,5.47
20.81,39.59,35-40%,Orange ,6393,19.4,35.07,2.91,0,39.21,3.41
15.97,27.75,25-30%,Orange ,2355,6.75,25.14,5.52,0,61.91,0.68
35.38,68.12,65-70%,Orange ,8236,31.23,23.93,4.06,0,37.25,3.53
27.03,53.11,50-55%,Orange ,8018,39.22,26.15,3.08,1.17,26.74,3.63
19.65,36.65,35-40%,Orange ,5512,26.02,48.31,1.6,0,19.32,4.75
28.02,55.01,55-60%,Orange ,6980,24.79,30.43,3.78,0,34.72,6.29
36.96,70.52,70-75%,Orange ,5975,50.63,22.14,0.08,0.87,24.41,1.87
20.01,37.56,35-40%,Orange ,4661,30.79,34.5,1.46,0.3,29.11,3.84
25.99,50.95,50-55%,Orange ,4966,27,38.99,2.68,0,30.65,0.68
28.09,55.17,55-60%,Orange ,4906,42.76,25.97,2.34,0,25.3,3.63
43.12,79.68,75-80%,Orange ,5588,54.92,14.37,4.47,0,24.33,1.9
60.66,96.10,95-100% (highest scores),Orange ,8677,53.79,12.82,6.03,0.55,26.7,0.12
54.66,92.26,90-95%,Orange ,8669,60.32,17.04,0.98,0.21,20.52,0.93
32.87,63.78,60-65%,Orange ,7704,8.67,21.37,1.45,0,66.5,2.01
20.58,39.03,35-40%,Orange ,6740,9.45,18.87,0,0,68.97,2.7
44.87,81.86,80-85%,Orange ,4541,54.79,7.33,7.86,0,29.11,0.9
32.96,63.96,60-65%,Orange ,4254,33.71,20.85,3.57,1.13,38.58,2.16
NA,NA,NA,Orange ,33,81.82,0,0,0,18.18,0
4.21,1.90,1-5% (lowest scores),Placer ,841,0,96.67,0,0,0,3.33
2.91,0.64,1-5% (lowest scores),Placer ,1056,6.82,86.08,1.52,2.18,0,3.41
9.84,12.48,10-15%,Placer ,1277,17.31,81.91,0,0,0.78,0
14.66,24.66,20-25%,Placer ,2925,33.57,63.59,0,0,0.31,2.53
10.07,13.10,10-15%,Placer ,6903,11.82,85.77,0,0,1.27,1.13
24.15,47.08,45-50%,Placer ,4566,16.67,76.85,0,0,1.03,5.45
22.36,42.95,40-45%,Placer ,2173,12.52,79.11,1.1,0,2.49,4.79
11.18,15.87,15-20%,Placer ,3665,6.9,88.38,0.41,0.85,1.01,2.46
10.10,13.17,10-15%,Placer ,2979,5.17,83.69,0.13,0.44,4.97,5.61
7.40,7.46,5-10%,Placer ,4550,4.64,88.51,0.84,0,2.92,3.1
6.05,4.77,1-5% (lowest scores),Placer ,7675,6.76,80.65,1.73,0,5.46,5.39
10.71,14.66,10-15%,Placer ,8759,6.11,82.14,0.86,0.78,4.88,5.23
6.02,4.70,1-5% (lowest scores),Placer ,6704,10.34,74.4,6.32,0.48,3.09,5.37
8.17,8.85,5-10%,Placer ,6182,17.1,66.52,3.27,0,9.19,3.93
2.27,0.37,1-5% (lowest scores),Placer ,4502,8.75,68.35,1.82,1.73,15.26,4.09
4.87,2.85,1-5% (lowest scores),Placer ,4639,8.13,81.48,2,0,6.2,2.18
10.48,14.03,10-15%,Placer ,4072,11.59,79,1.33,0,6.09,1.99
19.64,36.62,35-40%,Placer ,3715,19.6,74.29,1.45,0,3.04,1.62
20.27,38.15,35-40%,Placer ,3196,16.83,71.59,4.47,0.41,3.94,2.75
14.05,23.20,20-25%,Placer ,4007,12.23,78.86,1.47,0.7,5.44,1.3
7.75,8.07,5-10%,Placer ,3096,20.83,69.51,0.03,0,6.98,2.65
9.75,12.33,10-15%,Placer ,4188,11.53,70.68,2.32,0,12.7,2.77
24.44,47.71,45-50%,Placer ,3856,21.21,62.91,5.11,0,6.77,3.99
25.01,48.74,45-50%,Placer ,3668,24.81,66.25,2.34,0,3.6,3
33.44,64.86,60-65%,Placer ,2467,42.97,49.45,0.36,0.32,1.38,5.51
28.31,55.48,55-60%,Placer ,6718,34.55,54.67,0,0.28,6.25,4.24
27.39,53.73,50-55%,Placer ,6764,17.93,69.5,1.94,0.59,6.12,3.92
12.75,19.79,15-20%,Placer ,4195,10.27,68.06,0.55,0,15.35,5.77
7.58,7.85,5-10%,Placer ,7748,13.86,68.56,1.29,0,12.62,3.67
9.25,11.12,10-15%,Placer ,1985,11.03,76.52,0.3,0,10.63,1.51
12.21,18.48,15-20%,Placer ,7389,17,70.27,1.3,1.34,6.32,3.78
8.42,9.44,5-10%,Placer ,1679,5.12,88.98,1.43,1.31,2.14,1.01
10.41,13.83,10-15%,Placer ,3132,4.89,85.06,0,0.38,6.8,2.87
11.14,15.78,15-20%,Placer ,3682,12.79,78.06,0,0,7.11,2.04
5.63,3.98,1-5% (lowest scores),Placer ,5954,10.48,72.71,1.61,0.57,8.83,5.79
20.48,38.68,35-40%,Placer ,3107,18.47,71.45,4.8,0,2.06,3.22
14.43,24.12,20-25%,Placer ,5065,19.43,67.78,2.45,0.24,4.92,5.19
20.68,39.27,35-40%,Placer ,3783,16.2,71.19,1,0.13,6.24,5.23
5.26,3.48,1-5% (lowest scores),Placer ,2363,11.3,79.18,0.59,0,4.36,4.57
19.56,36.35,35-40%,Placer ,3080,18.99,72.14,1.75,0.52,2.99,3.6
13.50,21.70,20-25%,Placer ,5634,10.17,78.56,1.38,0.12,7.74,2.02
2.70,0.53,1-5% (lowest scores),Placer ,3300,8.12,81.21,1.3,0,5.91,3.45
4.81,2.76,1-5% (lowest scores),Placer ,7297,5.69,84.25,1.59,0.96,4.32,3.19
7.29,7.31,5-10%,Placer ,2951,14.88,66.76,2.27,0.34,6.57,9.18
21.08,40.14,40-45%,Placer ,3352,15.42,71.24,2.03,0,5.94,5.37
7.92,8.33,5-10%,Placer ,2477,18.57,62.58,0,0,15.99,2.87
7.61,7.92,5-10%,Placer ,5526,13.7,71.86,2.68,0.36,4.85,6.55
8.82,10.24,10-15%,Placer ,7668,9.09,79.11,1.77,0,2.8,7.22
7.57,7.84,5-10%,Placer ,2546,13.83,83.27,0,1.3,0.67,0.94
16.02,27.90,25-30%,Placer ,6057,6.92,84.74,2.58,0,5.15,0.61
4.78,2.71,1-5% (lowest scores),Placer ,14332,12.83,64.91,1.9,0.35,15.26,4.75
16.55,29.22,25-30%,Placer ,20899,14.52,55.98,2.69,0.08,22.82,3.9
22.15,42.42,40-45%,Placer ,2538,37.08,58.63,1.3,0,0.71,2.29
13.96,22.89,20-25%,Placer ,6909,50.62,41.4,0.61,0.43,2.56,4.39
12.24,18.55,15-20%,Placer ,5885,12.88,77.04,0.49,0.63,5.3,3.65
14.67,24.71,20-25%,Placer ,3668,9.38,80.45,0.3,0.41,1.74,7.72
13.42,21.52,20-25%,Placer ,4763,22.02,73.67,0.1,0.17,2.06,1.97
5.81,4.32,1-5% (lowest scores),Placer ,3634,11.53,85.09,0.33,0.39,1.57,1.1
12.63,19.48,15-20%,Placer ,4965,8.14,88.88,0.08,0.18,1.29,1.43
20.14,37.81,35-40%,Placer ,6318,12.06,83.19,0.6,0,0.65,3.5
6.60,5.93,5-10%,Placer ,3350,9.25,81.28,2.09,3.22,0.6,3.55
6.75,6.25,5-10%,Placer ,4875,7.06,88.08,0.68,0.98,1.62,1.58
9.34,11.26,10-15%,Placer ,7188,12.74,79.35,1.39,1.92,0.6,3.99
7.99,8.50,5-10%,Placer ,1622,5.49,91,0,0,1.85,1.66
17.28,31.04,30-35%,Placer ,2932,5.46,91,0.14,0.89,1.57,0.95
5.17,3.30,1-5% (lowest scores),Placer ,1318,7.59,90.67,0,0,0,1.75
NA,NA,NA,Placer ,525,0,92,0,3.81,2.86,1.33
5.33,3.61,1-5% (lowest scores),Placer ,751,5.99,93.21,0,0,0,0.8
NA,NA,NA,Placer ,415,0,95.18,0,0,4.82,0
9.57,11.86,10-15%,Placer ,4402,13.08,68.58,1.84,0.34,11.88,4.27
8.83,10.29,10-15%,Placer ,4721,9.4,63.06,2.73,0.93,18,5.87
17.91,32.50,30-35%,Placer ,5042,10.93,65.25,4.52,0.22,10.13,8.94
10.05,13.06,10-15%,Placer ,4685,13.98,61.75,1.9,0,18.44,3.93
8.32,9.18,5-10%,Placer ,5394,14.26,60.27,0.78,1.24,19.93,3.52
6.90,6.57,5-10%,Placer ,3623,11.45,63.29,3.86,0.14,12.81,8.45
10.26,13.62,10-15%,Placer ,8339,10.22,63.78,3.48,0,16.98,5.54
8.73,10.02,10-15%,Placer ,6000,16.65,63.47,2.9,0,14.73,2.25
6.71,6.16,5-10%,Placer ,5930,16.66,63.84,2.04,0.13,10.36,6.96
13.80,22.47,20-25%,Placer ,5674,21.15,68.17,2.27,0,6.36,2.04
4.98,3.00,1-5% (lowest scores),Placer ,6011,16.49,70.7,1.63,0,9.93,1.25
4.64,2.46,1-5% (lowest scores),Placer ,4182,6.91,89.43,0,0,3.66,0
8.39,9.39,5-10%,Placer ,3197,2.75,93.81,0.91,0,2.53,0
11.75,17.22,15-20%,Placer ,3023,4.4,86.21,2.94,0.17,5.22,1.06
7.31,7.38,5-10%,Placer ,3289,23.69,68.93,1,0.15,2.49,3.74
15.14,25.86,25-30%,Plumas ,5446,9.99,81.31,2.39,1.27,0.73,4.32
9.03,10.67,10-15%,Plumas ,1359,6.11,92.94,0,0,0.96,0
11.93,17.73,15-20%,Plumas ,1142,3.06,94.66,0.53,0,1.75,0
19.69,36.71,35-40%,Plumas ,4409,9.96,82.44,0.11,2.18,2,3.31
22.86,44.09,40-45%,Plumas ,2510,4.58,72.79,0,3.94,5.3,13.39
15.84,27.45,25-30%,Plumas ,2145,13.05,85.55,0,0,0.19,1.21
17.48,31.49,30-35%,Plumas ,1649,10.55,87.63,0,0.24,0,1.58
39.38,73.92,70-75%,Riverside ,1201,58.53,11.24,14.65,0,13.32,2.25
63.55,97.29,95-100% (highest scores),Riverside ,2277,70.22,24.95,0.22,0.04,2.37,2.2
57.90,94.48,90-95%,Riverside ,7650,66.25,13.28,8.47,0.12,9.52,2.37
49.87,87.72,85-90%,Riverside ,4469,38.8,51.4,3.49,0.16,1.79,4.36
67.08,98.45,95-100% (highest scores),Riverside ,4071,49.99,34.66,10.81,0.2,1.77,2.58
68.45,98.75,95-100% (highest scores),Riverside ,6741,83.09,9.09,6.11,0,1.7,0
43.66,80.33,80-85%,Riverside ,4557,62.85,15.36,13.17,0,7.75,0.88
71.87,99.33,95-100% (highest scores),Riverside ,1963,81.61,10.09,8.1,0,0,0.2
51.59,89.54,85-90%,Riverside ,3592,84.38,6.68,5.46,0,0.22,3.26
19.12,35.44,35-40%,Riverside ,5586,14.72,61.82,5.48,0.21,16.02,1.75
16.89,30.21,30-35%,Riverside ,3229,17.28,68.01,5.57,0.53,5.42,3.19
17.75,32.15,30-35%,Riverside ,3232,26.67,65.75,1.24,0,4.52,1.83
28.28,55.43,55-60%,Riverside ,5927,47.07,46.43,3.64,0,0.94,1.91
23.83,46.33,45-50%,Riverside ,7801,46.49,42.15,5.5,0.67,5.17,0.03
35.54,68.46,65-70%,Riverside ,3059,67.05,21.31,4.67,0.26,6.28,0.42
25.42,49.72,45-50%,Riverside ,5872,56.62,35.71,5.31,0.65,0.77,0.94
43.82,80.58,80-85%,Riverside ,5202,79.89,12.61,4.38,0.48,0,2.63
39.00,73.45,70-75%,Riverside ,5726,42.04,42.18,8.42,0.56,1.48,5.33
33.27,64.51,60-65%,Riverside ,7184,55.41,40.38,0.72,0,3.48,0
53.16,90.99,90-95%,Riverside ,3277,96.09,1.65,0.92,0,0.55,0.79
44.94,81.92,80-85%,Riverside ,7635,56.02,31.83,9.6,0,0.96,1.6
37.00,70.57,70-75%,Riverside ,7793,50.3,41.2,3.57,0.09,1.81,3.03
32.30,62.91,60-65%,Riverside ,7993,50.36,34.31,4.47,1.66,5.77,3.44
37.98,72.13,70-75%,Riverside ,8357,59.03,28.32,9.08,0.31,1.21,2.05
55.45,92.89,90-95%,Riverside ,4499,65.15,25.52,3.58,0,5.29,0.47
43.64,80.31,80-85%,Riverside ,6311,76.98,16.65,2.17,0.29,2.43,1.49
41.49,77.31,75-80%,Riverside ,2403,60.17,21.68,5.45,0,11.69,1
31.60,61.64,60-65%,Riverside ,2322,52.07,37.86,2.24,0,7.15,0.69
34.74,67.15,65-70%,Riverside ,4115,61.58,28.36,2.02,0.27,5.81,1.97
37.30,70.98,70-75%,Riverside ,5838,53.43,30.08,4.01,0.1,10.79,1.59
58.51,94.77,90-95%,Riverside ,4542,76.51,12.59,10.5,0,0,0.4
48.49,86.14,85-90%,Riverside ,4810,66.11,26.03,3.18,0.33,2.87,1.48
41.90,77.89,75-80%,Riverside ,6340,75.8,16.89,2.93,0.25,2.94,1.18
31.69,61.81,60-65%,Riverside ,3342,67.27,29.74,0.45,0.87,0.78,0.9
52.60,90.61,90-95%,Riverside ,4422,93.24,4.82,1.83,0,0.11,0
59.91,95.65,95-100% (highest scores),Riverside ,4160,88.99,5.22,5.17,0,0,0.63
48.07,85.60,85-90%,Riverside ,8542,82.45,11.79,4.62,0,1.13,0
26.49,51.95,50-55%,Riverside ,7414,53.47,32.14,2,0,10.4,2
48.55,86.20,85-90%,Riverside ,4321,66.47,20.69,4.7,0,6.85,1.3
47.62,85.04,85-90%,Riverside ,4373,76.29,22.98,0.14,0.46,0.14,0
39.90,74.82,70-75%,Riverside ,5723,79.07,19.22,0.82,0,0,0.89
36.55,69.93,65-70%,Riverside ,2972,59.19,23.28,2.32,0,11,4.21
34.03,65.87,65-70%,Riverside ,6404,52.61,36.62,5.07,0,4.51,1.19
46.32,83.66,80-85%,Riverside ,7327,78.86,17.78,0.44,0,1.62,1.3
47.73,85.15,85-90%,Riverside ,6650,76.35,14.72,5.98,0.08,1.86,1.01
46.32,83.67,80-85%,Riverside ,4155,62.5,25.32,9.39,0,2.38,0.41
39.39,73.94,70-75%,Riverside ,3346,77.47,11.63,0,0,10.91,0
25.13,48.99,45-50%,Riverside ,5363,56.87,38.04,0.02,0.52,1.25,3.3
35.11,67.76,65-70%,Riverside ,3208,88.56,10.44,0,0,0.81,0.19
33.52,65.00,65-70%,Riverside ,3746,87,10.41,0,0,1.76,0.83
39.42,74.00,70-75%,Riverside ,12853,50.15,21.8,5,0,18.72,4.33
30.69,60.07,60-65%,Riverside ,14774,30.24,23.11,6.63,0,34.18,5.84
24.37,47.58,45-50%,Riverside ,8054,42.25,24.93,7.75,0.25,20.04,4.78
21.57,41.25,40-45%,Riverside ,11946,41.36,20.74,6.55,0,26.49,4.86
27.07,53.16,50-55%,Riverside ,10810,37.69,24.29,8.8,0,20.54,8.69
22.89,44.19,40-45%,Riverside ,8333,36.11,17.05,12.2,0,31.68,2.95
15.43,26.50,25-30%,Riverside ,2417,26.4,63.84,4.43,0,4.1,1.24
19.80,36.98,35-40%,Riverside ,2614,34.2,62.05,0.46,0,1.11,2.18
19.56,36.37,35-40%,Riverside ,2643,33.41,61.1,0.23,0,2.69,2.57
14.05,23.18,20-25%,Riverside ,3202,38.76,54.18,0.5,0.5,4.81,1.25
16.89,30.19,30-35%,Riverside ,3543,51.26,36.16,3.67,0,4.6,4.32
34.33,66.43,65-70%,Riverside ,8774,61.6,20.08,7.28,0,7.08,3.95
34.14,66.14,65-70%,Riverside ,4262,53.64,24.66,6.43,0,14.55,0.73
37.28,70.95,70-75%,Riverside ,4059,41.34,56.52,0,0,0.34,1.8
19.07,35.31,35-40%,Riverside ,6377,28.57,55.34,2.34,0,12.45,1.3
22.68,43.65,40-45%,Riverside ,5152,43.05,31.35,7.49,0.6,13.29,4.21
26.41,51.70,50-55%,Riverside ,3960,35.68,23.48,13.18,0,24.57,3.08
12.25,18.63,15-20%,Riverside ,2446,35.4,32.87,11.53,0.08,15.13,4.99
33.52,65.04,65-70%,Riverside ,5973,35.74,34.62,9.61,0.72,15.81,3.5
28.77,56.51,55-60%,Riverside ,8029,50.59,21.83,7.26,0.45,16.4,3.46
29.84,58.40,55-60%,Riverside ,6486,50.68,31.9,1.4,0.11,10.66,5.24
28.33,55.51,55-60%,Riverside ,2889,60.99,25.34,4.57,0,3.98,5.12
30.69,60.10,60-65%,Riverside ,4365,64.99,26.69,2.96,0.11,4.71,0.53
53.58,91.39,90-95%,Riverside ,2750,65.78,21.31,10.62,1.31,0.98,0
40.47,75.82,75-80%,Riverside ,3551,82.57,10.31,4.48,0,1.72,0.93
25.12,48.98,45-50%,Riverside ,2814,66.28,23.45,4.16,0,4.83,1.28
46.95,84.35,80-85%,Riverside ,4798,66.97,18.72,4.96,0,5.73,3.63
54.61,92.22,90-95%,Riverside ,6247,90.99,7.7,0.93,0,0,0.38
38.64,73.08,70-75%,Riverside ,4689,74.39,17.51,1.92,0.15,4.31,1.73
40.33,75.54,75-80%,Riverside ,4370,68.12,18.58,5.33,0.09,7.87,0
37.27,70.92,70-75%,Riverside ,4683,82.19,13.52,0.85,0.62,2.46,0.36
54.26,91.86,90-95%,Riverside ,3499,80.48,9.72,2.97,0,5.63,1.2
33.77,65.49,65-70%,Riverside ,3902,83.14,9.41,1.79,0,4.74,0.92
37.45,71.31,70-75%,Riverside ,4786,85.19,8.04,2.19,0.29,3.95,0.33
35.42,68.24,65-70%,Riverside ,4106,44.52,30.57,5.72,0.22,15.76,3.21
31.53,61.55,60-65%,Riverside ,3927,55.9,25.11,6.37,0.08,7.71,4.84
33.65,65.22,65-70%,Riverside ,4478,56.14,26.49,6.95,1.72,7.05,1.65
31.14,60.93,60-65%,Riverside ,5974,51.54,26.65,8.35,0,10.3,3.16
37.34,71.12,70-75%,Riverside ,5873,66.12,19.85,6.32,0,6.18,1.53
42.72,79.02,75-80%,Riverside ,4581,62.06,21.89,6.09,0,4.3,5.65
31.53,61.57,60-65%,Riverside ,16512,33.3,41.64,6.52,0.56,16.2,1.79
54.03,91.70,90-95%,Riverside ,2949,95.66,2.37,0.31,1.39,0.27,0
31.05,60.75,60-65%,Riverside ,2697,74.38,19.87,2.15,0,2.67,0.93
36.95,70.51,70-75%,Riverside ,5542,58.95,24.99,5.9,0.34,9.67,0.14
48.66,86.33,85-90%,Riverside ,3263,65.98,20.35,5.52,1.78,5.85,0.52
54.48,92.10,90-95%,Riverside ,6511,86.81,7.48,1.66,0,2.58,1.47
28.37,55.65,55-60%,Riverside ,5185,63.72,31.42,2.18,0,1.83,0.85
44.18,81.06,80-85%,Riverside ,6378,77.8,15.65,4.31,0.36,0.88,1
55.40,92.86,90-95%,Riverside ,3815,86.5,8.31,1.1,0,3.36,0.73
14.17,23.45,20-25%,Riverside ,7092,28.36,44.8,4.34,0,17.6,4.91
14.64,24.62,20-25%,Riverside ,4826,34.87,49.01,3.4,0,11.68,1.04
20.24,38.09,35-40%,Riverside ,6205,53.2,29.43,4.22,0,8.69,4.46
10.21,13.49,10-15%,Riverside ,4858,33.45,36.23,10.68,0,16.81,2.82
19.62,36.54,35-40%,Riverside ,2329,48.13,43.15,2.23,0,3.65,2.83
14.61,24.58,20-25%,Riverside ,6728,31.21,46.18,4.38,0,16.19,2.04
28.73,56.39,55-60%,Riverside ,5815,35.22,50.52,7.7,0,4.66,1.89
18.46,33.84,30-35%,Riverside ,6192,31.4,47.01,6.38,0,11.76,3.46
23.69,45.86,45-50%,Riverside ,3336,44,43.02,4.17,0.27,8.09,0.45
46.36,83.70,80-85%,Riverside ,7165,63.67,28.36,2.99,0.07,4.27,0.64
31.88,62.19,60-65%,Riverside ,5391,48.6,40.96,1.28,0,9.01,0.15
24.99,48.69,45-50%,Riverside ,3391,58.12,27.75,6.13,0.94,3.21,3.83
