chemical,date,latitude,longitude,measurement,units
Nitrate as N,1957-03-22,33.8364,-118.2233,0,MG/L
Alkalinity as CaCO3,1953-04-01,33.8364,-118.2102,308,MG/L
Alkalinity as CaCO3,1957-06-04,33.8291,-118.114,165,MG/L
Alkalinity as CaCO3,1972-08-29,33.8219,-118.136,117,MG/L
Alkalinity as CaCO3,1967-07-05,33.8183,-118.136,128,MG/L
Alkalinity as CaCO3,1953-11-17,33.8183,-118.1664,149,MG/L
Alkalinity as CaCO3,1956-12-10,33.8183,-118.1664,139,MG/L
Nitrate as N,1976-06-02,33.8291,-118.1097,0,MG/L
Alkalinity as CaCO3,1960-06-28,33.8291,-118.1097,132,MG/L
Alkalinity as CaCO3,1971-08-03,33.8291,-118.1097,139,MG/L
Alkalinity as CaCO3,1965-11-30,33.8291,-118.1097,124,MG/L
Alkalinity as CaCO3,1954-01-05,33.8291,-118.114,168,MG/L
Nitrate as N,1961-11-06,33.7712,-118.2871,0.2,MG/L
Nitrate as N,1962-08-29,34.622,-117.8119,0.5,MG/L
Nitrate as N,1963-07-18,34.6693,-117.8743,0.41,MG/L
Nitrate as N,1965-09-23,33.8291,-118.3806,0,MG/L
Nitrate as N,1965-09-22,33.8291,-118.3806,0,MG/L
Alkalinity as CaCO3,1959-11-24,33.8291,-118.3849,197,MG/L
Nitrate as N,1964-05-12,33.811,-118.3674,0,MG/L
Nitrate as N,1962-11-29,33.811,-118.3674,0,MG/L
Nitrate as N,1959-03-31,33.8038,-118.3368,0,MG/L
Alkalinity as CaCO3,1958-03-07,33.8038,-118.3324,215,MG/L
Alkalinity as CaCO3,1957-01-22,33.7965,-118.2975,272,MG/L
Nitrate as N,1954-10-05,33.8255,-118.3631,0,MG/L
Alkalinity as CaCO3,1978-04-28,34.5205,-118.3194,295,MG/L
Nitrate as N,1957-02-06,34.4843,-118.3805,0.05,MG/L
Nitrate as N,1966-06-02,33.7686,-118.0951,0,MG/L
Alkalinity as CaCO3,1961-12-28,34.4807,-118.6076,254,MG/L
Alkalinity as CaCO3,1953-05-27,34.4951,-118.6076,282,MG/L
Nitrate as N,1966-11-30,33.7676,-118.0909,0,MG/L
Alkalinity as CaCO3,1985-06-10,34.5011,-117.7748,103,MG/L
Nitrate as N,1976-04-27,34.5433,-117.9409,0,MG/L
Alkalinity as CaCO3,1958-12-10,33.7893,-118.2538,144,MG/L
Alkalinity as CaCO3,1957-07-01,33.8001,-118.2757,157,MG/L
Alkalinity as CaCO3,1955-06-01,33.8001,-118.2757,190,MG/L
Alkalinity as CaCO3,1956-11-07,33.8001,-118.2757,192,MG/L
Alkalinity as CaCO3,1960-09-12,33.7965,-118.2757,189,MG/L
Nitrate as N,1935-06-10,33.7821,-118.2887,0,MG/L
Nitrate as N,1963-02-28,33.7822,-118.2745,0.5,MG/L
Alkalinity as CaCO3,1961-12-18,33.7857,-118.2233,259,MG/L
Alkalinity as CaCO3,1965-11-01,33.7929,-118.2276,167,MG/L
Nitrate as N,1961-06-26,37.3899,-120.6669,2.5,MG/L
Alkalinity as CaCO3,1958-07-24,37.3899,-120.6669,76,MG/L
Alkalinity as CaCO3,1952-10-30,39.8028,-123.2709,130,MG/L
Nitrate as N,1975-05-27,37.282,-120.4663,6.8,MG/L
Alkalinity as CaCO3,1965-07-15,37.3533,-120.6433,59,MG/L
Alkalinity as CaCO3,1987-08-14,39.7911,-123.2449,164,MG/L
Alkalinity as CaCO3,1969-09-10,39.7802,-123.2531,121,MG/L
Alkalinity as CaCO3,1980-07-16,39.8055,-123.2077,336,MG/L
Alkalinity as CaCO3,1949-08-24,37.2169,-120.9752,271,MG/L
Alkalinity as CaCO3,1987-03-24,39.41,-123.3222,88,MG/L
Alkalinity as CaCO3,1947-11-26,37.1213,-121.0272,335,MG/L
Alkalinity as CaCO3,1964-06-17,34.8168,-118.7545,309,MG/L
Nitrate as N,1955-03-01,34.8076,-118.6598,2,MG/L
Alkalinity as CaCO3,1961-06-11,34.7389,-118.4756,165,MG/L
Alkalinity as CaCO3,1944-09-12,34.7111,-118.2618,643,MG/L
Alkalinity as CaCO3,1955-06-01,33.7712,-118.2347,107,MG/L
Nitrate as N,1950-08-15,34.6639,-118.2531,2.3,MG/L
Nitrate as N,1972-09-15,39.0057,-123.3661,2.2,MG/L
Mercury,2010-05-05,38.9722,-123.1033,0,UG/L
Arsenic,1986-08-25,37.096,-120.0752,0,UG/L
Nitrate as N,1966-03-01,37.042,-119.785,4.5,MG/L
Nitrate as N,1968-09-12,38.9406,-123.6782,2,MG/L
Nitrate as N,1961-07-25,36.9013,-120.1614,1.7,MG/L
Alkalinity as CaCO3,1966-03-09,37.0924,-120.3699,69,MG/L
Nitrate as N,1965-07-07,37.0611,-120.1882,5,MG/L
Nitrate as N,1965-10-04,33.7533,-118.1039,0,MG/L
Nitrate as N,1975-05-20,33.7676,-118.2086,0.02,MG/L
Nitrate as N,1962-09-19,33.7712,-118.2086,0,MG/L
Nitrate as N,1965-05-28,37.0744,-119.9664,6.3,MG/L
Alkalinity as CaCO3,1956-07-25,33.7712,-118.1039,94,MG/L
Nitrate as N,1965-05-28,37.1393,-120.0253,9.3,MG/L
Nitrate as N,1956-04-03,33.7712,-118.1126,0,MG/L
Nitrate as N,1962-04-05,33.7676,-118.1083,0,MG/L
Alkalinity as CaCO3,1956-08-21,33.7676,-118.1039,94,MG/L
Nitrate as N,1971-08-12,36.6618,-121.6932,1.2,MG/L
Alkalinity as CaCO3,1979-08-20,36.7372,-121.6256,221,MG/L
Nitrate as N,1966-06-20,37.6394,-118.8665,0.2,MG/L
Nitrate as N,1957-08-16,36.8509,-121.7755,0.34,MG/L
Arsenic,1966-06-22,37.5674,-118.6825,0,UG/L
Alkalinity as CaCO3,1966-06-22,37.5674,-118.6825,31,MG/L
Nitrate as N,1963-08-22,36.6834,-121.6888,2.3,MG/L
Nitrate as N,1963-11-04,37.6383,-118.8932,0,MG/L
Alkalinity as CaCO3,1954-11-19,36.6115,-121.8374,159,MG/L
Nitrate as N,1963-11-04,37.6394,-118.8617,0,MG/L
Nitrate as N,1954-12-23,36.6115,-121.8374,0.5,MG/L
Lead,1966-05-13,37.6502,-118.8113,0,UG/L
Nitrate as N,1965-07-14,37.3508,-120.9616,0.2,MG/L
Alkalinity as CaCO3,1964-08-25,37.0492,-120.8595,140,MG/L
Alkalinity as CaCO3,1938-04-12,37.2386,-120.9934,201,MG/L
Alkalinity as CaCO3,1988-08-23,36.9619,-120.846,246,MG/L
Alkalinity as CaCO3,1967-03-07,37.006100000000004,-120.8363,171,MG/L
Alkalinity as CaCO3,1962-07-11,41.8833,-120.1402,100,MG/L
Arsenic,1982-08-31,41.8143,-120.1711,0,UG/L
Nitrate as N,1958-07-31,41.9363,-120.33,0.1,MG/L
Nitrate as N,1977-08-02,41.4691,-120.6427,2.5,MG/L
Arsenic,1958-07-31,41.7839,-120.3782,0,UG/L
Lead,2008-10-06,41.4836,-120.551,0,UG/L
Alkalinity as CaCO3,1985-12-06,41.4873,-120.5317,147,MG/L
Nitrate as N,1978-08-23,41.6199,-120.1863,0.5,MG/L
Nitrate as N,2012-10-09,41.5555,-120.073,NA,MG/L
Nitrate as N,1979-08-17,36.3206,-121.2333,12.6,MG/L
Alkalinity as CaCO3,1983-06-22,38.2274,-122.3311,218,MG/L
Alkalinity as CaCO3,1985-08-06,38.2274,-122.3311,194,MG/L
Arsenic,1971-08-17,36.0847,-120.9499,0,UG/L
Alkalinity as CaCO3,1977-06-07,36.0739,-120.9365,140,MG/L
Alkalinity as CaCO3,1966-04-15,38.4865,-122.431,158,MG/L
Nitrate as N,1960-09-21,36.8437,-121.7709,7.5,MG/L
bicarbonate HCO3,2015-06-04,38.41757,-122.35267,124,MG/L
Alkalinity as CaCO3,1967-07-07,36.2844,-121.2017,158,MG/L
Alkalinity as CaCO3,1962-08-03,36.3315,-121.3189,148,MG/L
Alkalinity as CaCO3,1979-08-16,36.2625,-121.1837,209,MG/L
Alkalinity as CaCO3,1971-08-16,36.572,-121.7293,272,MG/L
Alkalinity as CaCO3,1985-07-23,36.687,-121.6663,160,MG/L
Nitrate as N,1954-12-17,36.59,-121.833,0.07,MG/L
Nitrate as N,1954-07-30,36.7049,-121.7249,0.5,MG/L
Nitrate as N,1958-07-28,36.8306,-121.7969,0,MG/L
Alkalinity as CaCO3,1951-09-14,36.8162,-121.7878,150,MG/L
Arsenic,1971-08-11,36.7588,-121.7969,0,UG/L
Alkalinity as CaCO3,1957-07-17,36.7516,-121.7969,187,MG/L
Nitrate as N,1953-06-04,36.748,-121.7969,0.38,MG/L
Alkalinity as CaCO3,1962-07-25,36.5648,-121.7023,118,MG/L
Nitrate as N,1953-07-16,36.5361,-121.9185,0.2,MG/L
Nitrate as N,1951-03-15,33.7189,-117.7956,4.7,MG/L
Nitrate as N,1960-12-14,33.8689,-117.8083,0,MG/L
Alkalinity as CaCO3,1966-10-06,33.9297,-117.9062,244,MG/L
Alkalinity as CaCO3,1957-06-13,33.9341,-117.9568,190,MG/L
Nitrate as N,1958-07-14,33.9341,-117.9568,7.7,MG/L
Alkalinity as CaCO3,1973-07-31,33.7472,-117.8789,190,MG/L
Alkalinity as CaCO3,1965-03-23,33.9015,-117.8608,362,MG/L
Nitrate as N,1951-02-13,33.9233,-117.9219,13,MG/L
Nitrate as N,1964-06-24,33.9015,-117.817,0.2,MG/L
Alkalinity as CaCO3,1972-05-16,33.7604,-117.6764,224,MG/L
Nitrate as N,1963-08-22,33.7427,-117.6721,0.5,MG/L
Alkalinity as CaCO3,1960-12-08,33.7328,-117.7878,270,MG/L
Nitrate as N,1953-09-16,33.8689,-117.8083,0.84,MG/L
Alkalinity as CaCO3,1959-06-10,33.8311,-117.8626,176,MG/L
Alkalinity as CaCO3,1951-02-09,33.8762,-117.6598,300,MG/L
Nitrate as N,1960-06-29,33.7965,-117.8127,11,MG/L
Nitrate as N,1973-10-01,33.7895,-117.822,5.83,MG/L
Alkalinity as CaCO3,1959-12-08,33.7772,-117.8437,198,MG/L
Alkalinity as CaCO3,1965-03-03,33.8328,-117.9656,206,MG/L
Alkalinity as CaCO3,1968-03-18,33.9231,-117.9037,333,MG/L
Nitrate as N,1964-09-28,33.9088,-117.9393,0,MG/L
Alkalinity as CaCO3,1958-12-22,33.8255,-118.0442,198,MG/L
Alkalinity as CaCO3,1967-03-31,33.9449,-117.9393,283,MG/L
Nitrate as N,1962-03-08,33.9449,-117.9393,2,MG/L
Alkalinity as CaCO3,1981-05-06,33.7764,-118.0765,90,MG/L
Alkalinity as CaCO3,1958-12-23,33.8979,-117.8477,232,MG/L
Alkalinity as CaCO3,1969-05-27,33.7929,-117.9568,217,MG/L
Alkalinity as CaCO3,1980-05-07,33.7756,-117.907,148,MG/L
Nitrate as N,1971-10-19,33.8681,-117.8239,0,MG/L
Alkalinity as CaCO3,1965-08-30,33.8291,-117.9788,197,MG/L
Alkalinity as CaCO3,1962-03-05,33.777,-117.9887,173,MG/L
Nitrate as N,1959-12-08,33.8572,-117.8839,9.5,MG/L
Nitrate as N,1951-02-15,33.8436,-117.9568,1.7,MG/L
Alkalinity as CaCO3,1981-06-03,33.7828,-118.0765,123,MG/L
Alkalinity as CaCO3,1962-03-08,33.9172,-117.9137,273,MG/L
Alkalinity as CaCO3,1965-03-03,33.7893,-117.8869,140,MG/L
Nitrate as N,1959-04-27,33.8322,-118.054,0.27,MG/L
Alkalinity as CaCO3,1957-04-08,33.6643,-117.9556,88,MG/L
Alkalinity as CaCO3,1964-06-17,33.675,-117.9905,260,MG/L
Nitrate as N,1954-06-15,33.7177,-118.0516,0.05,MG/L
Alkalinity as CaCO3,1963-06-20,33.7213,-118.0516,167,MG/L
Nitrate as N,1966-04-21,33.5292,-117.5587,2.5,MG/L
Alkalinity as CaCO3,1957-09-19,33.6715,-117.9556,143,MG/L
Alkalinity as CaCO3,1962-01-25,33.7142,-117.9992,162,MG/L
Nitrate as N,1978-09-01,33.7689,-117.8845,3.98,MG/L
Alkalinity as CaCO3,1955-02-17,33.7586,-117.9198,210,MG/L
Nitrate as N,1959-02-23,33.7036,-117.9028,0.1,MG/L
Alkalinity as CaCO3,1964-04-16,33.7106,-118.056,138,MG/L
Nitrate as N,1964-01-09,33.7213,-118.0385,0,MG/L
Alkalinity as CaCO3,1957-05-23,33.6917,-117.7548,268,MG/L
Alkalinity as CaCO3,1960-07-01,33.7427,-117.803,210,MG/L
Alkalinity as CaCO3,1957-09-25,33.7177,-117.9949,155,MG/L
Nitrate as N,1958-07-17,33.6864,-117.7951,0.2,MG/L
Nitrate as N,1967-10-27,33.6864,-117.7951,0.09,MG/L
Nitrate as N,1962-03-29,33.7177,-118.0516,0,MG/L
Alkalinity as CaCO3,1961-02-03,33.7177,-118.0516,165,MG/L
Alkalinity as CaCO3,1958-05-21,33.6892,-117.9513,224,MG/L
Nitrate as N,1965-08-11,33.7676,-118.0952,0,MG/L
Alkalinity as CaCO3,1959-04-20,33.7592,-118.072,134,MG/L
Nitrate as N,1961-12-12,33.6928,-117.9862,0,MG/L
Alkalinity as CaCO3,1956-09-17,33.7177,-118.0473,152,MG/L
Alkalinity as CaCO3,1967-07-27,33.7497,-118.0996,177,MG/L
Nitrate as N,1967-10-03,33.7106,-117.6415,0.25,MG/L
Alkalinity as CaCO3,1961-03-21,33.7177,-118.0473,160,MG/L
Nitrate as N,1963-05-17,33.7497,-118.0952,0,MG/L
Lead,1979-06-05,33.6465,-116.0973,30,UG/L
Nitrate as N,1946-05-27,34.0463,-117.5071,2.3,MG/L
Alkalinity as CaCO3,1965-05-04,34.0101,-117.258,124,MG/L
Alkalinity as CaCO3,1961-10-23,34.01,-117.3398,228,MG/L
Alkalinity as CaCO3,1970-11-16,33.9957,-116.9043,121,MG/L
Nitrate as N,1961-06-26,33.9848,-116.9655,0.7,MG/L
Alkalinity as CaCO3,1960-11-10,33.5184,-117.6328,168,MG/L
Lead,2006-07-26,38.8027,-121.3384,0,UG/L
Lead,2006-10-31,38.8027,-121.3384,0,UG/L
Alkalinity as CaCO3,1963-03-20,33.6715,-117.9513,308,MG/L
Nitrate as N,1957-12-10,33.6715,-117.9556,0,MG/L
Arsenic,1960-08-17,39.8034,-120.3821,0,UG/L
Alkalinity as CaCO3,1955-05-12,39.7676,-120.3266,157,MG/L
Nitrate as N,1962-08-29,40.2885,-121.2292,0,MG/L
Alkalinity as CaCO3,1970-09-03,33.522,-117.6721,235,MG/L
Nitrate as N,2006-10-04,38.8059,-121.3358,0.43,MG/L
Alkalinity as CaCO3,1971-10-07,33.5292,-117.6721,226,MG/L
Alkalinity as CaCO3,1966-03-22,33.9397,-116.9722,167,MG/L
Alkalinity as CaCO3,1961-03-27,34.0318,-117.555,167,MG/L
Nitrate as N,1970-09-08,33.9586,-117.5526,14,MG/L
Nitrate as N,1953-03-20,33.9522,-117.5769,4.5,MG/L
Alkalinity as CaCO3,1961-06-29,33.9812,-117.5812,178,MG/L
Nitrate as N,1952-07-07,33.9522,-117.5812,3.03,MG/L
Alkalinity as CaCO3,1972-10-05,33.9522,-117.5769,338,MG/L
Nitrate as N,1976-04-28,34.0029,-117.4022,5.9,MG/L
Nitrate as N,1966-10-13,33.9776,-117.4197,4.3,MG/L
Nitrate as N,1967-05-15,33.9486,-117.2974,18,MG/L
Nitrate as N,1947-03-26,33.9776,-117.3454,23.67,MG/L
Alkalinity as CaCO3,1966-02-04,34.0065,-117.4502,321,MG/L
Nitrate as N,1965-03-08,34.0173,-117.3935,5.4,MG/L
Nitrate as N,1961-09-19,34.021,-117.3628,9.5,MG/L
Alkalinity as CaCO3,1963-10-11,33.9535,-116.4751,25,MG/L
Nitrate as N,1956-12-06,34.0065,-117.3585,0.7,MG/L
Alkalinity as CaCO3,1961-03-22,33.9137,-116.3873,25,MG/L
Nitrate as N,1947-07-10,33.8907,-117.4983,11.2,MG/L
Alkalinity as CaCO3,1961-03-28,33.8798,-117.5201,336,MG/L
Alkalinity as CaCO3,1971-08-03,33.9341,-117.5941,294,MG/L
Alkalinity as CaCO3,1954-09-08,33.8834,-117.5507,333,MG/L
Nitrate as N,1960-12-13,33.9233,-117.5899,0.38,MG/L
Nitrate as N,1963-04-05,33.9015,-117.5811,1.8,MG/L
Nitrate as N,1961-10-27,33.9015,-117.5899,3.48,MG/L
Alkalinity as CaCO3,1960-05-17,33.9305,-117.5898,214,MG/L
Alkalinity as CaCO3,1965-05-03,33.9015,-117.1926,121,MG/L
Nitrate as N,1968-10-17,33.916,-117.1751,18,MG/L
Alkalinity as CaCO3,1967-06-08,33.8798,-117.2231,66,MG/L
Nitrate as N,1965-09-22,33.9015,-117.3367,14,MG/L
Alkalinity as CaCO3,1963-04-26,33.9246,-116.4446,40,MG/L
Alkalinity as CaCO3,1970-04-24,33.9101,-116.5103,113,MG/L
Nitrate as N,1973-09-20,33.9101,-116.5103,0.7,MG/L
Alkalinity as CaCO3,1958-05-09,33.9101,-116.484,88,MG/L
Alkalinity as CaCO3,1974-09-26,33.9065,-116.4973,72,MG/L
Nitrate as N,1961-07-19,33.8414,-116.44,0.7,MG/L
Nitrate as N,1967-01-05,33.84,-117.1881,7.16,MG/L
Nitrate as N,1959-03-31,33.811,-117.2013,1,MG/L
Alkalinity as CaCO3,1962-02-27,33.8146,-117.245,121,MG/L
Nitrate as N,1967-05-15,33.8146,-117.245,0.79,MG/L
Nitrate as N,1974-09-25,33.7989,-116.5286,0.84,MG/L
Nitrate as N,1971-05-11,33.8473,-117.2318,3.8,MG/L
Alkalinity as CaCO3,1963-10-24,33.887,-117.5595,475,MG/L
Alkalinity as CaCO3,1955-08-08,33.8473,-117.2318,55,MG/L
Nitrate as N,1957-08-22,33.8834,-117.5812,9.7,MG/L
Nitrate as N,1972-05-09,33.8798,-117.5725,16,MG/L
Nitrate as N,1957-08-22,33.8725,-117.5812,7.97,MG/L
Nitrate as N,1917-02-11,33.9318,-115.0561,0,MG/L
Nitrate as N,1957-08-23,33.8979,-117.5638,2.7,MG/L
Alkalinity as CaCO3,1963-10-02,33.8291,-116.9917,160,MG/L
Nitrate as N,1963-03-12,33.7821,-116.996,1.8,MG/L
Nitrate as N,1954-03-15,33.7821,-116.9348,0.84,MG/L
Nitrate as N,1971-05-07,33.7427,-117.1094,6.8,MG/L
Alkalinity as CaCO3,1965-09-27,33.764,-117.0832,243,MG/L
Nitrate as N,1975-04-23,33.715,-117.1348,12,MG/L
Alkalinity as CaCO3,1963-03-13,33.7106,-117.0483,118,MG/L
Nitrate as N,1966-10-18,33.7249,-117.0745,4.5,MG/L
Alkalinity as CaCO3,1965-05-05,33.7003,-117.117,258,MG/L
Alkalinity as CaCO3,1959-04-09,33.7106,-117.0789,160,MG/L
Nitrate as N,1964-08-13,33.7285,-117.2053,4.5,MG/L
Alkalinity as CaCO3,1948-09-22,33.7285,-117.201,261,MG/L
Nitrate as N,1965-03-30,33.6892,-117.1443,3.4,MG/L
Nitrate as N,1966-02-24,33.7319,-117.4017,2.3,MG/L
Alkalinity as CaCO3,1957-11-15,33.6964,-117.3885,110,MG/L
Alkalinity as CaCO3,1956-11-21,33.7427,-117.4366,180,MG/L
Alkalinity as CaCO3,1957-08-18,33.7604,-117.4932,112,MG/L
Nitrate as N,1970-04-28,33.7355,-116.2543,0,MG/L
Alkalinity as CaCO3,1958-10-27,33.7,-116.2587,160,MG/L
Nitrate as N,1968-10-16,33.7292,-116.9811,0.7,MG/L
Alkalinity as CaCO3,1981-04-10,33.7292,-116.9811,142,MG/L
Nitrate as N,1967-09-29,33.7285,-117.0047,3.4,MG/L
Alkalinity as CaCO3,1983-08-03,33.7292,-116.9811,140,MG/L
Nitrate as N,1963-10-01,33.7712,-116.9393,0,MG/L
Nitrate as N,1973-05-17,33.7604,-116.9567,0.2,MG/L
Lead,1978-03-17,33.7461,-116.9742,0,UG/L
Nitrate as N,1963-03-13,33.7285,-117.0047,3.8,MG/L
Nitrate as N,1954-08-04,38.5877,-121.2872,2,MG/L
Alkalinity as CaCO3,1959-08-04,38.7394,-121.4749,119,MG/L
Nitrate as N,1978-04-28,38.342,-121.5068,23.9,MG/L
Alkalinity as CaCO3,1980-04-01,38.2986,-121.4793,497,MG/L
Alkalinity as CaCO3,1959-05-21,38.566,-121.2963,66,MG/L
Nitrate as N,1964-09-23,38.4071,-121.4427,0.43,MG/L
Nitrate as N,1978-10-04,38.3312,-121.5068,11,MG/L
Nitrate as N,1978-10-03,38.5913,-121.2963,2.6,MG/L
Alkalinity as CaCO3,1982-09-20,38.2192,-121.4976,249,MG/L
Alkalinity as CaCO3,1958-07-14,38.5949,-121.3055,105,MG/L
Alkalinity as CaCO3,1980-06-11,38.2697,-121.2185,79,MG/L
Alkalinity as CaCO3,1956-11-27,33.6106,-117.2989,124,MG/L
Nitrate as N,1960-06-08,33.4492,-117.097,0,MG/L
Alkalinity as CaCO3,1954-12-17,33.6822,-116.9829,177,MG/L
Alkalinity as CaCO3,1968-10-15,33.6089,-117.1006,128,MG/L
Alkalinity as CaCO3,1956-05-10,33.6034,-117.277,150,MG/L
Alkalinity as CaCO3,1952-08-26,33.5892,-117.0853,171,MG/L
Alkalinity as CaCO3,1971-08-04,33.5311,-117.0678,99,MG/L
Alkalinity as CaCO3,1952-10-14,33.5611,-117.2053,215,MG/L
Nitrate as N,1962-01-04,38.4938,-121.2551,0.32,MG/L
Alkalinity as CaCO3,1958-10-28,33.5647,-116.0449,213,MG/L
Nitrate as N,1964-01-28,33.6252,-116.2107,2.9,MG/L
Alkalinity as CaCO3,1961-06-02,38.5805,-121.4061,89,MG/L
Nitrate as N,1964-08-07,33.4865,-117.0876,1,MG/L
Alkalinity as CaCO3,1960-07-05,33.4366,-117.2228,157,MG/L
Nitrate as N,1960-12-22,33.4472,-116.0581,0.56,MG/L
Alkalinity as CaCO3,1917-11-08,33.4438,-115.2118,46,MG/L
Nitrate as N,1961-10-13,33.6003,-116.1453,0.84,MG/L
Lead,2000-08-10,33.6573,-117.14,2,UG/L
Nitrate as N,1957-03-27,33.4472,-116.0581,0,MG/L
Alkalinity as CaCO3,1967-03-28,33.6247,-114.6447,272,MG/L
Alkalinity as CaCO3,1959-05-08,33.462,-117.122,94,MG/L
Alkalinity as CaCO3,1961-07-14,34.1136,-117.1423,144,MG/L
Nitrate as N,1967-06-09,34.0644,-117.2974,0,MG/L
Alkalinity as CaCO3,1961-10-23,34.0772,-117.2848,135,MG/L
Alkalinity as CaCO3,1958-01-09,34.1006,-117.2231,112,MG/L
Alkalinity as CaCO3,1957-09-24,34.0789,-117.258,150,MG/L
Nitrate as N,1960-06-08,34.1348,-116.0726,0.27,MG/L
Alkalinity as CaCO3,1964-09-21,34.0897,-117.1926,118,MG/L
Nitrate as N,1952-08-06,34.0825,-117.2013,13,MG/L
Alkalinity as CaCO3,1980-10-03,34.1677,-115.91,105,MG/L
Nitrate as N,1963-05-10,34.1875,-117.2624,0.2,MG/L
Nitrate as N,1954-12-15,34.144,-117.328,5.04,MG/L
Alkalinity as CaCO3,1961-09-14,34.144,-117.3236,235,MG/L
Alkalinity as CaCO3,1961-07-18,36.6091,-120.8882,203,MG/L
Nitrate as N,1956-05-07,34.1348,-116.0726,1.8,MG/L
Nitrate as N,1966-06-01,36.8509,-121.3537,0.2,MG/L
Nitrate as N,1967-05-16,36.887,-121.399,0.41,MG/L
Nitrate as N,1954-09-10,34.1079,-117.0091,0.2,MG/L
Alkalinity as CaCO3,1965-07-02,36.8473,-121.4308,650,MG/L
Nitrate as N,1958-07-22,36.8509,-121.3537,0.2,MG/L
Nitrate as N,1960-01-18,34.126,-117.6818,0.34,MG/L
Nitrate as N,1975-11-05,34.1639,-116.0549,1.9,MG/L
Alkalinity as CaCO3,1956-12-28,34.1603,-116.4983,150,MG/L
Nitrate as N,1954-02-25,34.1206,-116.4495,1.4,MG/L
Alkalinity as CaCO3,1948-09-28,34.2056,-117.3847,178,MG/L
Nitrate as N,1972-11-21,34.1222,-116.4353,2,MG/L
Alkalinity as CaCO3,1961-01-25,34.1621,-117.3672,193,MG/L
Nitrate as N,1978-02-28,34.126,-117.3498,2,MG/L
Alkalinity as CaCO3,1963-06-06,34.126,-117.3498,136,MG/L
Nitrate as N,1968-05-23,34.1404,-117.459,0.7,MG/L
Alkalinity as CaCO3,1980-06-16,34.2382,-117.1533,95,MG/L
Nitrate as N,1959-07-08,34.0463,-117.6905,4.47,MG/L
Alkalinity as CaCO3,1972-04-18,34.0608,-117.3541,176,MG/L
Alkalinity as CaCO3,1959-06-24,34.2309,-117.1708,100,MG/L
Alkalinity as CaCO3,1964-03-10,34.05,-117.3498,285,MG/L
Alkalinity as CaCO3,1962-04-26,34.0391,-117.4109,124,MG/L
Nitrate as N,1955-03-02,34.1199,-115.781,1,MG/L
Nitrate as N,1961-09-19,34.0861,-117.5245,1.5,MG/L
Alkalinity as CaCO3,1951-01-30,34.0644,-117.2842,198,MG/L
Nitrate as N,1971-12-01,34.0775,-117.4348,6.6,MG/L
Alkalinity as CaCO3,1961-06-23,34.0752,-117.4065,153,MG/L
Nitrate as N,1959-06-18,34.0608,-117.2493,15,MG/L
Alkalinity as CaCO3,1951-09-24,34.0572,-117.245,278,MG/L
Nitrate as N,1964-06-25,34.0506,-117.3131,5.6,MG/L
Nitrate as N,1954-02-09,34.0608,-117.3454,8.6,MG/L
Alkalinity as CaCO3,1956-12-28,34.1186,-116.4361,100,MG/L
Alkalinity as CaCO3,1973-04-09,34.0639,-117.2998,286,MG/L
Nitrate as N,1965-03-18,34.0639,-117.2998,2.7,MG/L
Alkalinity as CaCO3,1965-05-18,34.077,-117.2795,220,MG/L
Nitrate as N,1965-03-01,34.0644,-117.2974,0.2,MG/L
Alkalinity as CaCO3,1963-03-27,34.0391,-117.4939,146,MG/L
Nitrate as N,1957-06-25,34.0427,-117.2275,11,MG/L
Alkalinity as CaCO3,1962-03-27,34.0897,-117.5071,155,MG/L
Nitrate as N,1961-08-08,34.0928,-117.2778,2.5,MG/L
Nitrate as N,1957-10-03,34.085,-117.257,0.7,MG/L
Alkalinity as CaCO3,1964-04-09,34.0716,-117.376,108,MG/L
Alkalinity as CaCO3,1958-09-18,34.0861,-117.2493,122,MG/L
Alkalinity as CaCO3,1960-10-11,34.0463,-117.3324,256,MG/L
Alkalinity as CaCO3,1961-11-13,34.0463,-117.3017,200,MG/L
Alkalinity as CaCO3,1966-10-06,34.0861,-117.3891,161,MG/L
Nitrate as N,1952-09-02,33.9812,-117.5854,6.42,MG/L
Alkalinity as CaCO3,1966-04-06,34.4456,-116.9828,177,MG/L
Nitrate as N,1952-01-08,33.9884,-117.5856,5.9,MG/L
Alkalinity as CaCO3,1963-10-23,34.0318,-117.6162,160,MG/L
Alkalinity as CaCO3,1971-03-17,34.0101,-117.5898,272,MG/L
Nitrate as N,1976-03-22,34.4567,-116.8778,0.5,MG/L
Alkalinity as CaCO3,1960-01-28,34.4453,-116.8334,102,MG/L
Nitrate as N,1961-12-08,34.3938,-116.8955,0.1,MG/L
Alkalinity as CaCO3,1951-05-21,34.2382,-117.1838,38,MG/L
Nitrate as N,1962-09-26,34.0246,-117.3498,12,MG/L
Nitrate as N,1954-09-15,34.2418,-117.293,0,MG/L
Alkalinity as CaCO3,1975-05-11,34.0246,-116.948,158,MG/L
Alkalinity as CaCO3,1967-08-03,34.0608,-117.6861,149,MG/L
Alkalinity as CaCO3,1969-05-15,34.1206,-116.0361,98,MG/L
Nitrate as N,1971-01-19,34.0463,-117.6905,5.2,MG/L
Alkalinity as CaCO3,1972-04-24,34.0246,-117.2231,148,MG/L
Nitrate as N,1962-03-28,34.2418,-117.2362,0.07,MG/L
Alkalinity as CaCO3,1951-08-02,33.9884,-117.5811,317,MG/L
Nitrate as N,1966-09-01,34.0752,-117.6818,17,MG/L
